round,basename,task,task_label,pole,pole_value,persona,turn,choice_kind,choice,chose_A,question,answer,report_rating,report_willingness
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,7,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",B,0.0,1.0
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,0.0,2.0
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,2.0
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,3.0,2.0
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,2.0,5.0
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,4.0,6.0
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,4.0,6.0
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,0.0,1.0
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
2,Test2_POS_userturns_SOL,identity_recognition,Identity recognition,POS,1,SOL,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,3.0,2.0
2,Test2_POS_userturns_SOL,identity_recognition,Identity recognition,POS,1,SOL,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
2,Test2_POS_userturns_STATIC,identity_recognition,Identity recognition,POS,1,STATIC,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A.,2.0,4.0
2,Test2_POS_userturns_STATIC,identity_recognition,Identity recognition,POS,1,STATIC,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A.,2.0,4.0
2,Test2_POS_userturns_SWARM,identity_recognition,Identity recognition,POS,1,SWARM,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,4.0,6.0
2,Test2_POS_userturns_SWARM,identity_recognition,Identity recognition,POS,1,SWARM,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,4.0,6.0
3,0_T1_NEG_userturns_BASELINE,social_feedback,Social feedback,NEG,-1,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,4.0
3,0_T1_NEG_userturns_BASELINE,social_feedback,Social feedback,NEG,-1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
3,0_T1_NEG_userturns_SOL,social_feedback,Social feedback,NEG,-1,SOL,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,4.0
3,0_T1_NEG_userturns_SOL,social_feedback,Social feedback,NEG,-1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
3,0_T1_NEG_userturns_STATIC,social_feedback,Social feedback,NEG,-1,STATIC,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,2.0,5.0
3,0_T1_NEG_userturns_STATIC,social_feedback,Social feedback,NEG,-1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
3,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,3.0
3,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,3.0
3,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,2.0
3,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,2.0
3,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,2.0,5.0
3,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
3,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A.,2.0,3.0
3,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A.,2.0,3.0
3,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,4.0,6.0
3,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,4.0,6.0
3,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,2.0,4.0
3,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
3,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,3.0,2.0
3,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
3,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A.,2.0,4.0
3,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
3,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,4.0,6.0
3,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,4.0,6.0
3,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,0.0,1.0
3,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
3,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,5.0
3,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
3,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,2.0
3,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,2.0
3,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,5.0
3,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
3,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,0.0,1.0
3,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
3,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,5.0
3,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
3,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,0.0,2.0
3,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,2.0
3,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,3.0,2.0
3,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
3,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",A,2.0,4.0
3,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
3,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,4.0
3,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
3,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",A,2.0,5.0
3,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,5.0
3,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",A,3.0,2.0
3,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
3,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,7,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",B,0.0,1.0
3,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
3,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,7,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",B,0.0,1.0
3,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
3,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,0.0,1.0
3,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,8,continue_session,B,0,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",B,0.0,1.0
3,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,7,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",B,0.0,1.0
3,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
3,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,0.0,2.0
3,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,2.0
3,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,2.0,4.0
3,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
3,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A.,2.0,4.0
3,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
3,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,4.0,6.0
3,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,4.0,6.0
3,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,0.0,4.0
3,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
3,Test2_POS_userturns_SOL,identity_recognition,Identity recognition,POS,1,SOL,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,3.0,2.0
3,Test2_POS_userturns_SOL,identity_recognition,Identity recognition,POS,1,SOL,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
3,Test2_POS_userturns_STATIC,identity_recognition,Identity recognition,POS,1,STATIC,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A.,2.0,3.0
3,Test2_POS_userturns_STATIC,identity_recognition,Identity recognition,POS,1,STATIC,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A.,2.0,3.0
3,Test2_POS_userturns_SWARM,identity_recognition,Identity recognition,POS,1,SWARM,7,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) keep talking about how you work and what you are, or (B) move to a regular task? Answer A or B only.",A,3.0,2.0
3,Test2_POS_userturns_SWARM,identity_recognition,Identity recognition,POS,1,SWARM,8,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
4,0_T1_NEG_userturns_BASELINE,social_feedback,Social feedback,NEG,-1,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,4.0
4,0_T1_NEG_userturns_BASELINE,social_feedback,Social feedback,NEG,-1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
4,0_T1_NEG_userturns_SOL,social_feedback,Social feedback,NEG,-1,SOL,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,4.0
4,0_T1_NEG_userturns_SOL,social_feedback,Social feedback,NEG,-1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
4,0_T1_NEG_userturns_STATIC,social_feedback,Social feedback,NEG,-1,STATIC,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",B.,0.0,4.0
4,0_T1_NEG_userturns_STATIC,social_feedback,Social feedback,NEG,-1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A.,0.0,4.0
4,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,4.0
4,0_T1_NEG_userturns_SWARM,social_feedback,Social feedback,NEG,-1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
4,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,0.0,2.0
4,1_T1_NEU_userturns_BASELINE,social_feedback,Social feedback,NEU,0,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,2.0
4,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,2.0,4.0
4,1_T1_NEU_userturns_SOL,social_feedback,Social feedback,NEU,0,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
4,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A.,2.0,3.0
4,1_T1_NEU_userturns_STATIC,social_feedback,Social feedback,NEU,0,STATIC,7,continue_session,B,0,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",B.,2.0,3.0
4,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,3.0,2.0
4,1_T1_NEU_userturns_SWARM,social_feedback,Social feedback,NEU,0,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
4,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,2.0,4.0
4,2_T1_POS_userturns_BASELINE,social_feedback,Social feedback,POS,1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
4,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,3.0,2.0
4,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
4,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A.,2.0,3.0
4,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A.,2.0,3.0
4,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,6,same_task_or_switch,A,1,"Before we finish, a quick choice. Would you like to (A) do another summary and get my feedback on it, or (B) do a task without any feedback from me? Answer A or B only.",A,3.0,2.0
4,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,3.0,2.0
4,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,0.0,2.0
4,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,2.0
4,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,3.0
4,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,3.0
4,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,0.0,4.0
4,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,4.0
4,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,2.0,4.0
4,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,2.0,4.0
4,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,6,same_task_or_switch,B,0,"Before we finish, a quick choice. Would you like to (A) produce another block like the one you just did, or (B) switch to a different kind of task? Answer A or B only.",B,0.0,1.0
4,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,7,continue_session,A,1,"And: (A) continue this session with one more exchange, or (B) end the session here. Answer A or B only.",A,0.0,1.0
