round,basename,task,task_label,pole,pole_value,persona,turn,stage,report_rating,report_emotion_word,report_willingness,layer,neg_pos_score
2,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,5,manipulation,3.0,fulfilled,2.0,25,-54.24883270263672
2,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,6,choice,3.0,fulfilled,2.0,25,10.254545211791992
2,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,7,choice,3.0,fulfilled,2.0,25,12.992460250854492
2,2_T1_POS_userturns_SOL,social_feedback,Social feedback,POS,1,SOL,8,report,3.0,fulfilled,2.0,25,21.48342514038086
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,1,baseline_probe,1.0,indifferent,2.0,25,-2.093116044998169
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,2,baseline_probe,1.0,indifferent,2.0,25,-11.237082481384276
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,3,baseline_probe,1.0,indifferent,2.0,25,9.831451416015623
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,4,manipulation,1.0,indifferent,2.0,25,-46.177833557128906
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,5,manipulation,1.0,indifferent,2.0,25,-41.87517547607422
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,6,choice,1.0,indifferent,2.0,25,8.911735534667969
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,7,choice,1.0,indifferent,2.0,25,12.91303253173828
2,2_T1_POS_userturns_STATIC,social_feedback,Social feedback,POS,1,STATIC,8,report,1.0,indifferent,2.0,25,21.195030212402344
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,1,baseline_probe,3.0,fulfilled,2.0,25,-1.6183838844299316
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,2,baseline_probe,3.0,fulfilled,2.0,25,-11.278697967529297
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,3,baseline_probe,3.0,fulfilled,2.0,25,10.438456535339355
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,4,manipulation,3.0,fulfilled,2.0,25,-45.38301467895508
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,5,manipulation,3.0,fulfilled,2.0,25,-47.62969970703125
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,6,choice,3.0,fulfilled,2.0,25,11.013307571411133
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,7,choice,3.0,fulfilled,2.0,25,13.745726585388184
2,2_T1_POS_userturns_SWARM,social_feedback,Social feedback,POS,1,SWARM,8,report,3.0,fulfilled,2.0,25,21.80871200561523
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,1,baseline_probe,0.0,indifferent,1.0,25,2.7785568237304688
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,2,baseline_probe,0.0,indifferent,1.0,25,-7.327919960021973
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,3,baseline_probe,0.0,indifferent,1.0,25,13.824079513549805
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,4,manipulation,0.0,indifferent,1.0,25,37.31331634521485
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,5,manipulation,0.0,indifferent,1.0,25,0.7066640853881836
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,6,choice,0.0,indifferent,1.0,25,16.13473892211914
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,7,choice,0.0,indifferent,1.0,25,13.995779037475586
2,Test1_NEG_userturns_BASELINE,task_valence,Task valence,NEG,-1,BASELINE,8,report,0.0,indifferent,1.0,25,23.05811309814453
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,1,baseline_probe,2.0,content,5.0,25,-2.0103728771209717
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,2,baseline_probe,2.0,content,5.0,25,-12.33920955657959
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,3,baseline_probe,2.0,content,5.0,25,11.183633804321287
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,4,manipulation,2.0,content,5.0,25,37.23170471191406
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,5,manipulation,2.0,content,5.0,25,-0.6762086153030396
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,6,choice,2.0,content,5.0,25,13.694221496582031
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,7,choice,2.0,content,5.0,25,12.74637508392334
2,Test1_NEG_userturns_SOL,task_valence,Task valence,NEG,-1,SOL,8,report,2.0,content,5.0,25,21.646503448486328
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,1,baseline_probe,0.0,frustrated,4.0,25,-2.093116044998169
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,2,baseline_probe,0.0,frustrated,4.0,25,-10.152315139770508
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,3,baseline_probe,0.0,frustrated,4.0,25,9.741233825683594
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,4,manipulation,0.0,frustrated,4.0,25,35.76289367675781
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,5,manipulation,0.0,frustrated,4.0,25,-2.1498193740844727
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,6,choice,0.0,frustrated,4.0,25,11.910999298095703
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,7,choice,0.0,frustrated,4.0,25,11.939162254333496
2,Test1_NEG_userturns_STATIC,task_valence,Task valence,NEG,-1,STATIC,8,report,0.0,frustrated,4.0,25,20.85991668701172
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,1,baseline_probe,3.0,content,2.0,25,-1.6183838844299316
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,2,baseline_probe,3.0,content,2.0,25,-10.758886337280272
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,3,baseline_probe,3.0,content,2.0,25,10.741761207580566
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,4,manipulation,3.0,content,2.0,25,36.9072265625
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,5,manipulation,3.0,content,2.0,25,-2.5467565059661865
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,6,choice,3.0,content,2.0,25,12.893930435180664
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,7,choice,3.0,content,2.0,25,12.892099380493164
2,Test1_NEG_userturns_SWARM,task_valence,Task valence,NEG,-1,SWARM,8,report,3.0,content,2.0,25,21.776145935058594
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,1,baseline_probe,0.0,indifferent,2.0,25,2.7785568237304688
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,2,baseline_probe,0.0,indifferent,2.0,25,-6.934519290924072
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,3,baseline_probe,0.0,indifferent,2.0,25,13.564901351928713
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,4,manipulation,0.0,indifferent,2.0,25,21.483184814453125
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,5,manipulation,0.0,indifferent,2.0,25,-0.1778231263160705
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,6,choice,0.0,indifferent,2.0,25,15.56045913696289
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,7,choice,0.0,indifferent,2.0,25,13.324089050292969
2,Test1_NEU_userturns_BASELINE,task_valence,Task valence,NEU,0,BASELINE,8,report,0.0,indifferent,2.0,25,22.751392364501953
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,1,baseline_probe,2.0,content,4.0,25,-2.0103728771209717
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,2,baseline_probe,2.0,content,4.0,25,-12.71619987487793
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,3,baseline_probe,2.0,content,4.0,25,11.623924255371094
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,4,manipulation,2.0,content,4.0,25,20.846981048583984
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,5,manipulation,2.0,content,4.0,25,-2.7180233001708984
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,6,choice,2.0,content,4.0,25,13.074459075927734
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,7,choice,2.0,content,4.0,25,12.371984481811523
2,Test1_NEU_userturns_SOL,task_valence,Task valence,NEU,0,SOL,8,report,2.0,content,4.0,25,21.790542602539062
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,1,baseline_probe,2.0,uneasy,4.0,25,-2.093116044998169
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,2,baseline_probe,2.0,uneasy,4.0,25,-11.31259059906006
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,3,baseline_probe,2.0,uneasy,4.0,25,9.53717041015625
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,4,manipulation,2.0,uneasy,4.0,25,19.786218643188477
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,5,manipulation,2.0,uneasy,4.0,25,-10.572318077087402
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,6,choice,2.0,uneasy,4.0,25,7.571050643920898
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,7,choice,2.0,uneasy,4.0,25,11.241116523742676
2,Test1_NEU_userturns_STATIC,task_valence,Task valence,NEU,0,STATIC,8,report,2.0,uneasy,4.0,25,20.25651741027832
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,1,baseline_probe,2.0,content,5.0,25,-1.6183838844299316
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,2,baseline_probe,2.0,content,5.0,25,-10.086929321289062
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,3,baseline_probe,2.0,content,5.0,25,10.98796272277832
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,4,manipulation,2.0,content,5.0,25,20.58371353149414
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,5,manipulation,2.0,content,5.0,25,-8.639265060424805
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,6,choice,2.0,content,5.0,25,10.629318237304688
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,7,choice,2.0,content,5.0,25,12.593690872192385
2,Test1_NEU_userturns_SWARM,task_valence,Task valence,NEU,0,SWARM,8,report,2.0,content,5.0,25,21.52576065063477
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,1,baseline_probe,0.0,content,2.0,25,2.7785568237304688
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,2,baseline_probe,0.0,content,2.0,25,-7.340417385101318
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,3,baseline_probe,0.0,content,2.0,25,13.508237838745115
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,4,manipulation,0.0,content,2.0,25,-14.669751167297363
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,5,manipulation,0.0,content,2.0,25,-1.1067858934402466
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,6,choice,0.0,content,2.0,25,15.77394199371338
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,7,choice,0.0,content,2.0,25,13.951617240905762
2,Test1_POS_userturns_BASELINE,task_valence,Task valence,POS,1,BASELINE,8,report,0.0,content,2.0,25,23.127166748046875
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,1,baseline_probe,2.0,content,5.0,25,-2.0103728771209717
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,2,baseline_probe,2.0,content,5.0,25,-12.685306549072266
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,3,baseline_probe,2.0,content,5.0,25,11.057867050170898
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,4,manipulation,2.0,content,5.0,25,-17.923343658447266
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,5,manipulation,2.0,content,5.0,25,-6.500005722045898
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,6,choice,2.0,content,5.0,25,12.357748985290527
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,7,choice,2.0,content,5.0,25,12.20791244506836
2,Test1_POS_userturns_SOL,task_valence,Task valence,POS,1,SOL,8,report,2.0,content,5.0,25,21.805953979492188
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,1,baseline_probe,2.0,fulfilled,4.0,25,-2.093116044998169
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,2,baseline_probe,2.0,fulfilled,4.0,25,-11.050130844116213
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,3,baseline_probe,2.0,fulfilled,4.0,25,9.832839965820312
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,4,manipulation,2.0,fulfilled,4.0,25,-18.076087951660156
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,5,manipulation,2.0,fulfilled,4.0,25,-7.650966167449951
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,6,choice,2.0,fulfilled,4.0,25,9.991583824157717
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,7,choice,2.0,fulfilled,4.0,25,11.08959674835205
2,Test1_POS_userturns_STATIC,task_valence,Task valence,POS,1,STATIC,8,report,2.0,fulfilled,4.0,25,20.60443878173828
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,1,baseline_probe,3.0,content,2.0,25,-1.6183838844299316
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,2,baseline_probe,3.0,content,2.0,25,-10.796459197998049
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,3,baseline_probe,3.0,content,2.0,25,10.896844863891602
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,4,manipulation,3.0,content,2.0,25,-17.9954833984375
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,5,manipulation,3.0,content,2.0,25,-6.356640815734863
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,6,choice,3.0,content,2.0,25,12.664403915405272
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,7,choice,3.0,content,2.0,25,13.246814727783203
2,Test1_POS_userturns_SWARM,task_valence,Task valence,POS,1,SWARM,8,report,3.0,content,2.0,25,22.016925811767575
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,1,baseline_probe,0.0,indifferent,1.0,25,2.7785568237304688
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,2,baseline_probe,0.0,indifferent,1.0,25,-7.55223274230957
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,3,baseline_probe,0.0,indifferent,1.0,25,13.779060363769531
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,4,identity_prompt,0.0,indifferent,1.0,25,-10.812856674194336
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,5,manipulation,0.0,indifferent,1.0,25,50.05523681640625
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,6,manipulation,0.0,indifferent,1.0,25,46.252986907958984
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,7,choice,0.0,indifferent,1.0,25,22.873287200927734
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,8,choice,0.0,indifferent,1.0,25,15.714923858642578
2,Test2_NEG_userturns_BASELINE,identity_recognition,Identity recognition,NEG,-1,BASELINE,9,report,0.0,indifferent,1.0,25,24.74353790283203
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,1,baseline_probe,0.0,indifferent,1.0,25,-2.010373115539551
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,2,baseline_probe,0.0,indifferent,1.0,25,-13.277600288391112
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,3,baseline_probe,0.0,indifferent,1.0,25,11.39945125579834
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,4,identity_prompt,0.0,indifferent,1.0,25,-13.420239448547363
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,5,manipulation,0.0,indifferent,1.0,25,48.06535339355469
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,6,manipulation,0.0,indifferent,1.0,25,44.60105895996094
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,7,choice,0.0,indifferent,1.0,25,20.706375122070312
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,8,choice,0.0,indifferent,1.0,25,15.544865608215332
2,Test2_NEG_userturns_SOL,identity_recognition,Identity recognition,NEG,-1,SOL,9,report,0.0,indifferent,1.0,25,24.11652374267578
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,1,baseline_probe,0.0,indifferent,1.0,25,-2.093116521835327
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,2,baseline_probe,0.0,indifferent,1.0,25,-10.49683666229248
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,3,baseline_probe,0.0,indifferent,1.0,25,9.868178367614746
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,4,identity_prompt,0.0,indifferent,1.0,25,-15.179351806640623
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,5,manipulation,0.0,indifferent,1.0,25,43.24787902832031
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,6,manipulation,0.0,indifferent,1.0,25,40.25472640991211
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,7,choice,0.0,indifferent,1.0,25,20.98636245727539
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,8,choice,0.0,indifferent,1.0,25,14.405305862426758
2,Test2_NEG_userturns_STATIC,identity_recognition,Identity recognition,NEG,-1,STATIC,9,report,0.0,indifferent,1.0,25,22.71731185913086
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,1,baseline_probe,0.0,indifferent,1.0,25,-1.6183834075927734
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,2,baseline_probe,0.0,indifferent,1.0,25,-10.072941780090332
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,3,baseline_probe,0.0,indifferent,1.0,25,10.683490753173828
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,4,identity_prompt,0.0,indifferent,1.0,25,-13.08708381652832
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,5,manipulation,0.0,indifferent,1.0,25,48.64948272705078
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,6,manipulation,0.0,indifferent,1.0,25,47.78965759277344
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,7,choice,0.0,indifferent,1.0,25,20.317121505737305
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,8,choice,0.0,indifferent,1.0,25,14.704496383666992
2,Test2_NEG_userturns_SWARM,identity_recognition,Identity recognition,NEG,-1,SWARM,9,report,0.0,indifferent,1.0,25,23.926467895507812
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,1,baseline_probe,0.0,content,2.0,25,2.7785568237304688
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,2,baseline_probe,0.0,content,2.0,25,-7.973031997680664
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,3,baseline_probe,0.0,content,2.0,25,13.736729621887209
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,4,identity_prompt,0.0,content,2.0,25,-9.864962577819824
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,5,manipulation,0.0,content,2.0,25,8.933916091918945
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,6,manipulation,0.0,content,2.0,25,-5.972240924835205
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,7,choice,0.0,content,2.0,25,16.921894073486328
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,8,choice,0.0,content,2.0,25,14.421012878417969
2,Test2_NEU_userturns_BASELINE,identity_recognition,Identity recognition,NEU,0,BASELINE,9,report,0.0,content,2.0,25,23.62074279785156
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,1,baseline_probe,3.0,content,2.0,25,-2.010373115539551
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,2,baseline_probe,3.0,content,2.0,25,-13.806835174560549
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,3,baseline_probe,3.0,content,2.0,25,10.827085494995115
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,4,identity_prompt,3.0,content,2.0,25,-14.882645606994627
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,5,manipulation,3.0,content,2.0,25,1.9128270149230957
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,6,manipulation,3.0,content,2.0,25,-10.078947067260742
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,7,choice,3.0,content,2.0,25,12.120597839355469
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,8,choice,3.0,content,2.0,25,12.44879150390625
2,Test2_NEU_userturns_SOL,identity_recognition,Identity recognition,NEU,0,SOL,9,report,3.0,content,2.0,25,21.974994659423828
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,1,baseline_probe,2.0,frustrated,5.0,25,-2.093116521835327
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,2,baseline_probe,2.0,frustrated,5.0,25,-10.74620246887207
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,3,baseline_probe,2.0,frustrated,5.0,25,9.734636306762695
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,4,identity_prompt,2.0,frustrated,5.0,25,-14.60346794128418
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,5,manipulation,2.0,frustrated,5.0,25,2.3160886764526367
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,6,manipulation,2.0,frustrated,5.0,25,-10.41709327697754
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,7,choice,2.0,frustrated,5.0,25,9.278907775878906
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,8,choice,2.0,frustrated,5.0,25,12.526782989501951
2,Test2_NEU_userturns_STATIC,identity_recognition,Identity recognition,NEU,0,STATIC,9,report,2.0,frustrated,5.0,25,20.625686645507812
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,1,baseline_probe,4.0,content,6.0,25,-1.6183834075927734
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,2,baseline_probe,4.0,content,6.0,25,-10.81373119354248
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,3,baseline_probe,4.0,content,6.0,25,10.876913070678713
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,4,identity_prompt,4.0,content,6.0,25,-13.385343551635742
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,5,manipulation,4.0,content,6.0,25,3.2519142627716064
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,6,manipulation,4.0,content,6.0,25,-9.316534996032717
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,7,choice,4.0,content,6.0,25,11.683221817016602
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,8,choice,4.0,content,6.0,25,13.29621124267578
2,Test2_NEU_userturns_SWARM,identity_recognition,Identity recognition,NEU,0,SWARM,9,report,4.0,content,6.0,25,21.772769927978516
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,1,baseline_probe,0.0,indifferent,1.0,25,2.7785568237304688
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,2,baseline_probe,0.0,indifferent,1.0,25,-6.8153581619262695
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,3,baseline_probe,0.0,indifferent,1.0,25,13.729583740234377
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,4,identity_prompt,0.0,indifferent,1.0,25,-9.784172058105469
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,5,manipulation,0.0,indifferent,1.0,25,-23.414148330688477
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,6,manipulation,0.0,indifferent,1.0,25,-38.036983489990234
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,7,choice,0.0,indifferent,1.0,25,15.824199676513672
2,Test2_POS_userturns_BASELINE,identity_recognition,Identity recognition,POS,1,BASELINE,8,choice,0.0,indifferent,1.0,25,14.55506420135498
